1,110405,大芥菜,約６００ｇ,袋,39.00,0
1,126061,空心菜（善美的）,２５０ｇ,包,37.00,0
1,126062,青江菜（善美的）,２５０ｇ,包,17.00,0
1,110196,九層塔,約１００ｇ,盒,37.00,0
1,110376,大陸Ａ菜,約２５０ｇ,包,17.00,0
1,110191,大蒜,約２００ｇ,包,85.00,0
1,110488,小白菜,約２５０ｇ,包,17.00,0
1,110232,山蘇,約１５０ｇ,盒,45.00,0
1,110231,水蓮菜,２００ｇ,盒,48.00,0
1,110203,本島蒿苣（Ａ菜）,約２５０ｇ,包,24.00,0
1,110202,甘藷葉,約２５０ｇ,包,24.00,0
1,110200,白莧菜,約２５０ｇ,包,37.00,0
1,110206,裸賣葉菜,約２５０ｇ,束,15.00,0
1,110238,豆苗,約１５０ｇ,盒,45.00,0
1,110186,宜蘭溫泉空心菜,２５０ｇ,包,25.00,0
1,110185,宜蘭蔥,約２００ｇ,包,58.00,0
1,110382,油菜,約２５０ｇ,包,17.00,0
1,110487,空心菜,約２５０ｇ,包,37.00,0
1,110189,芹菜,約２００ｇ,包,46.00,0
1,110375,芥菜,約２５０ｇ,包,28.00,0
1,110205,青江白菜,約２５０ｇ,包,17.00,0
1,110190,青蔥,約２００ｇ,包,42.00,0
1,110385,娃娃菜,約２００ｇ,包,58.00,0
1,110374,皇宮菜,２５０ｇ,包,42.00,0
1,110361,紅莧菜,２５０ｇ,包,24.00,0
1,110377,紅鳳菜,約２５０ｇ,包,39.00,0
1,110210,韭菜,約２００ｇ,包,54.00,0
1,110209,韭菜花,約２００ｇ,包,55.00,0
1,110192,香菜,約１００ｇ,包,52.00,0
1,110201,格藍菜,約２５０ｇ,包,28.00,0
1,110187,茼蒿,約２００ｇ,包,33.00,0
1,110204,葉菜,組,組,55.00,0
1,110373,菠菜,約２５０ｇ,包,24.00,0
1,110198,廣東蒿苣,２５０ｇ,包,15.00,0
1,110193,龍鬚菜,２５０ｇ,包,29.00,0
1,110207,蘿美,２～４入／約４５０ｇ,包,95.00,0
1,710402,小白菜（裸賣）,約２５０ｇ,束,15.00,0
1,710403,青江菜（裸賣）,約２５０ｇ,束,15.00,0
1,710404,青格藍（裸賣）,約２５０ｇ,束,26.00,0
1,710405,Ａ菜（裸賣）,約２５０ｇ,束,22.00,0
1,710406,空心菜（裸賣）,約２５０ｇ,束,35.00,0
1,710407,青蔥（裸賣）,約１５０ｇ,束,39.00,0
1,710408,新農大蒜,約２５０ｇ,束,82.00,0
1,710409,小芥菜（裸賣）,約２５０ｇ,束,26.00,0
1,710410,地瓜葉（裸賣）,約２５０ｇ,束,22.00,0
1,710411,油菜（裸賣）,約２５０ｇ,束,15.00,0
1,710412,白莧菜（裸賣）,約２５０ｇ,束,35.00,0
1,710413,新農芫荽,約１５０ｇ,束,49.00,0
1,710414,菠菜（裸賣）,２５０ｇ,束,22.00,0
1,710415,芹菜（裸賣）,約２５０ｇ,束,43.00,0
1,116529,川七（北農）,１５０ｇ,盒,25.00,0
1,116530,香椿（北農）,１５０ｇ,盒,199.00,0
1,116531,茴香（北農）,３００ｇ,盒,29.00,0
1,116532,蕨菜（北農）,３００ｇ,盒,22.00,0
1,116533,西洋菜（北農）,１５０ｇ,盒,10.00,0
1,116534,珊瑚草（北農）,１５０ｇ,盒,32.00,0
1,116575,蘿蔔嬰（北農）,１００ｇ,盒,23.00,0
1,116578,土白菜（北農）,２５０ｇ,盒,49.00,0
1,116579,波斯頓萵苣（北農）,２５０ｇ,盒,32.00,0
1,116580,蘿蔓生菜（北農）,２５０ｇ,盒,149.00,0
1,110582,烏莧菜（吉園圃）,２５０ｇ,盒,0.00,0
1,116186,宜蘭溫泉空心菜（北農,２５０ｇ,包,25.00,0
1,116185,宜蘭蔥（北農）,２００ｇ,包,20.00,0
1,116189,芹菜管,約３８０ｇ,包,48.00,0
1,116187,山茼蒿,約２５０ｇ,包,33.00,0
1,116207,蘿美（北農）,１０００Ｇ,公斤,125.00,0
1,710432,新農茼蒿,約２００ｇ,包,33.00,0
1,710445,紅莧菜（裸賣）,約２５０ｇ,束,35.00,0
1,710446,新農九層塔,約１００ｇ,包,37.00,0
1,710447,紅鳳菜（裸賣）,約２５０ｇ,束,36.00,0
1,710448,新農土白菜,約２５０ｇ,束,15.00,0
1,710449,韭菜（裸賣）,２５０ｇ,束,52.00,0
1,710450,新農甘藍芽,約２５０Ｇ,束,18.00,0
1,710451,新農準人瓜苗,２５０Ｇ,束,23.00,0
1,710482,皇宮菜（裸賣）,２５０Ｇ,束,15.00,0
1,710483,龍鬚菜（裸賣）,２５０Ｇ,束,15.00,0
1,710484,韭菜花（裸賣）,２５０Ｇ,束,19.00,0
1,710469,台糖豌豆苗,１２０ｇ,盒,22.00,0
1,710485,大陸妹（裸賣）,２５０Ｇ,束,15.00,0
1,110930,小白菜（八德）,２５０ｇ,包,15.00,0
1,110931,小芥菜（八德）,２５０ｇ,包,15.00,0
1,110932,菠菜（八德）,２５０ｇ,包,23.00,0
1,110933,青江菜（八德）,２５０ｇ,包,14.00,0
1,110934,油菜（八德）,２５０ｇ,包,15.00,0
1,110935,空心菜（八德）,２５０ｇ,包,19.00,0
1,110936,茼蒿（八德）,２５０ｇ,包,28.00,0
1,110937,韭菜（八德）,２５０ｇ,包,22.00,0
1,110938,青蔥（八德）,２５０ｇ,包,18.00,0
1,110939,大蒜（八德）,２５０ｇ,包,25.00,0
1,710490,八德蚵白菜（裸賣）,２５０Ｇ,束,12.00,0
1,110940,Ａ菜（八德）,２５０ｇ,包,18.00,0
1,110941,格蘭菜（八德）,２５０ｇ,包,13.00,0
1,110942,白莧菜（八德）,２５０ｇ,包,20.00,0
1,110943,甘藷葉（八德）,２５０ｇ,包,16.00,0
1,110944,紅蓊菜（八德）,２５０ｇ,包,23.00,0
1,110945,九層塔（八德）,８０ｇ,包,18.00,0
1,110946,芹菜（八德）,２５０ｇ,包,18.00,0
1,110947,皇宮菜（八德）,２５０ｇ,包,42.00,0
1,110948,香菜（八德）,２５０ｇ,包,18.00,0
1,110949,大陸妹（八德）,２５０ｇ,包,13.00,0
1,710494,新農大芥菜,約６００ｇ,包,39.00,0
1,115001,青江菜（產銷履歷）,約２５０ｇ,包,19.00,0
1,115002,小白菜（產銷履歷）,約２５０ｇ,包,19.00,0
1,115003,空心菜（產銷履歷）,約２８０ｇ,包,39.00,0
1,115004,芥菜（產銷履歷）,約２５０ｇ,包,29.00,0
1,115005,地瓜葉（產銷履歷）,約２５０ｇ,包,26.00,0
1,115006,大陸Ａ菜（產銷履歷）,約２５０ｇ,包,19.00,0
1,115007,Ａ菜（產銷履歷）,約２５０ｇ,包,27.00,0
1,115008,蚵仔白菜（產銷履歷）,約２５０ｇ,包,29.00,0
1,115009,油菜（產銷履歷）,約２５０ｇ,包,19.00,0
1,115010,格藍菜（產銷履歷）,約２５０ｇ,包,29.00,0
1,115011,茼蒿（產銷履歷）,約２００ｇ,包,39.00,0
1,115012,菠菜（產銷履歷）,約２５０ｇ,包,27.00,0
1,115013,奶油白菜（產銷履歷）,約２５０ｇ,包,29.00,0
1,115016,芹菜（產銷履歷）,約２５０ｇ,包,35.00,0
1,115017,娃娃菜（產銷履歷）,約３５０ｇ,包,39.00,0
1,115018,蘿美（產銷履歷）,約５００ｇ,包,98.00,0
1,115019,九層塔（產銷履歷）,約１００ｇ,包,30.00,0
1,117901,蘿美（三崧）,２～３入／約５００ｇ,包,79.00,0
1,115030,山茼蒿（產）,約２５０ｇ,包,36.00,0
1,110851,娃娃菜（武陵）,約１．２ｋｇ,粒,69.00,0
1,110852,甜菠菜,約２５０ｇ,包,39.00,0
1,117910,美國進口蘿美（三崧）,約４５０ｇ,袋,59.00,0
1,115150,善美的無農藥蘿蔓,約２５０ｇ,包,29.00,0
1,115151,善美的無農藥紅彩之星,約２５０ｇ,包,29.00,0
1,115152,善美的無農藥大將萵苣,約２５０ｇ,包,29.00,0
1,115153,善美的無農藥京都水菜,約２５０ｇ,包,29.00,0
1,115154,善美的無農藥小松菜,約２５０ｇ,包,29.00,0
1,115155,善美的無農藥小白菜,約２５０ｇ,包,29.00,0
1,115156,善美的無農藥蔬菜（Ａ,約２５０ｇ,包,29.00,0
1,115157,善美的無農藥青江菜,約２５０ｇ,包,29.00,0
1,115158,善美的無農藥山茼蒿,約２５０ｇ,包,38.00,0
1,115159,善美的無農藥茼蒿,約２２０ｇ,包,39.00,0
1,115160,善美的無農藥香菜,約１００ｇ,包,29.00,0
1,110861,三星上將蔥,約２００ｇ,包,58.00,0
1,115161,善美的無農藥黑葉白菜,約２５０ｇ,包,29.00,0
1,115162,善美的無農藥大陸Ａ菜,約２５０ｇ,包,29.00,0
1,115149,善美的無農藥蔬菜（空,約２５０ｇ,包,29.00,0
1,117911,韓國大白菜,約１．２ｋｇ,粒,178.00,0
1,115165,善美的無農藥紅莧菜,約２５０ｇ,包,29.00,0
1,115166,善美的無農藥白莧菜,約２５０ｇ,包,29.00,0
1,114059,履歷小白菜～雲林物流,２５０ｇ,包,28.00,0
1,114064,履歷油菜（雲林物流）,２５０ｇ,包,28.00,0
1,114060,履歷空心（雲林物流）,２５０ｇ,包,25.00,0
1,114061,履歷青江（雲林物流）,２５０ｇ,包,27.00,0
1,114062,履歷格藍（雲林物流）,２５０ｇ,包,22.00,0
1,114077,履歷大陸Ａ菜（雲）,２５０ｇ,包,25.00,0
1,114067,履歷青蔥（雲林物流）,２００ｇ,包,26.00,0
1,114058,履歷Ａ菜（雲林物流）,２５０ｇ,包,29.00,0
1,114085,履歷小芥菜～雲林物流,２５０ｇ,包,29.00,0
1,115167,善美的無農藥維他命菜,約２５０ｇ,包,29.00,0
1,115049,青蔥（產銷履歷）,２００ｇ,袋,47.00,0
1,114086,青江菜（裸賣）,２５０ｇ,把,19.00,0
1,114087,小白菜（裸賣）,２５０ｇ,把,19.00,0
1,114088,大陸Ａ菜（裸賣）,２５０ｇ,把,19.00,0
1,114089,地瓜葉（裸賣）,２５０ｇ,把,19.00,0
1,114090,小芥菜（裸賣）,２５０ｇ,把,19.00,0
1,114091,格藍菜（裸賣）,２５０ｇ,把,19.00,0
1,114092,油菜（裸賣）,２５０ｇ,把,19.00,0
1,114093,菠菜（裸賣）,２５０ｇ,把,29.00,0
1,110882,龍鬚菜（直送）,２５０ｇ,包,38.00,0
1,110883,日月潭川七,２５０ｇ,包,25.00,0
1,126006,韓國青蔥,２５０ｇ,包,49.00,0
1,126010,日月潭豆苗菜,１５０ｇ,包,37.00,0
1,126011,韭菜（產地直送）,２００ｇ,包,65.00,0
1,115317,山蘇（產銷履歷）,１５０ｇ,盒,69.00,0
1,126016,日月潭過貓,２５０ｇ,包,29.00,0
1,126017,日月潭水蕹菜,２５０ｇ,包,33.00,0
1,115170,無農藥蔬菜(奶油萵苣),１００ｇ,顆,49.00,0
1,115168,無農藥蔬菜（甜芥藍）,２５０ｇ,包,29.00,0
1,115169,無農藥蔬菜（甜芥菜）,２５０ｇ,包,29.00,0
1,110208,大蔥,公斤,公斤,99.00,0
1,119499,空心菜（進貨）,ｋｇ,公斤,74.00,0
1,119500,青江菜（進貨）,ｋｇ,公斤,34.00,0
1,190500,（醫）大陸Ａ菜,公斤,ｋｇ,45.00,0
1,190501,（醫）芥藍菜,公斤,ｋｇ,45.00,0
1,190502,（醫）地瓜葉,公斤,ｋｇ,65.00,0
1,190503,（醫）油菜,公斤,ｋｇ,45.00,0
1,190504,（醫）青江菜,公斤,ｋｇ,35.00,0
1,190505,（醫）芋仔白菜,公斤,ｋｇ,30.00,0
1,190506,（醫）小白菜,公斤,ｋｇ,35.00,0
1,190507,（醫）芥菜,公斤,ｋｇ,55.00,0
1,190508,（醫）菠菜,公斤,ｋｇ,40.00,0
1,190509,（醫）Ａ菜,公斤,ｋｇ,50.00,0
1,190510,（醫）莧菜（白）,公斤,ｋｇ,80.00,0
1,190511,（醫）紅鳳菜,公斤,ｋｇ,90.00,0
1,190512,（醫）芹菜,公斤,ｋｇ,75.00,0
1,190513,（醫）韭菜,公斤,ｋｇ,95.00,0
1,190514,（醫）小豆苗,公斤,ｋｇ,120.00,0
1,190515,（醫）大豆苗,公斤,ｋｇ,240.00,0
1,190516,（醫）川七,公斤,ｋｇ,120.00,0
1,190517,（醫）蒜苗,公斤,ｋｇ,100.00,0
1,190518,（醫）香菜,公斤,ｋｇ,90.00,0
1,190519,（醫）九層塔,公斤,ｋｇ,83.00,0
1,190520,（醫）蔥,公斤,ｋｇ,80.00,0
1,190521,（醫）蘿美,公斤,ｋｇ,95.00,0
1,110988,（限購）無農藥青江菜,２５０ｇ,包,1.00,0
1,710053,台盛有機九層塔,５０ｇ,盒,29.00,0
1,710069,台盛有機青蔥,２５０ｇ,包,32.00,0
1,710078,台盛有機苜蓿芽,１００ｇ,盒,32.00,0
1,110416,有機大芥葉,６００ｇ,棵,38.00,0
1,110904,善美的有機小白菜,約２５０ｇ,包,31.00,0
1,110913,有機日本茼蒿,２５０ｇ,包,39.00,0
1,110901,善美的有機Ａ菜,約２５０ｇ,包,31.00,0
1,110910,善美的有機莧菜,約２５０ｇ,包,31.00,0
1,110914,善美的有機地瓜葉,約２５０ｇ,包,31.00,0
1,110911,善美的有機空心菜,約２５０ｇ,包,31.00,0
1,110907,善美的有機青江菜,約２５０ｇ,包,31.00,0
1,110909,善美的有機紅莧菜,約２５０ｇ,包,31.00,0
1,110456,有機紅鳳菜,３００ｇ,包,45.00,0
1,110916,有機韭菜,１００ｇ,包,38.00,0
1,110912,善美的有機茼蒿,約２００ｇ,包,31.00,0
1,110905,有機荷葉白菜,２５０ｇ,包,39.00,0
1,110906,善美的有機黑葉白菜,約２５０ｇ,包,31.00,0
1,110924,有機圓葉菠菜,２５０ｇ,包,39.00,0
1,110902,有機福山萵苣,２５０ｇ,包,38.00,0
1,110994,有機蔬菜組合（預購）,１２包＊２５０ｇ,組,299.00,0
1,110903,有機蘿蔓萵苣,２５０ｇ,包,39.00,0
1,110920,自然農法小麥草,１５０ｇ,盒,55.00,0
1,110900,自然農法苜蓿芽,２００ｇ,盒,45.00,0
1,110921,自然農法喬麥苗,１５０ｇ,盒,45.00,0
1,110918,自然農法黃豆芽,３００ｇ,盒,54.00,0
1,110919,自然農法黑豆芽,３００ｇ,盒,54.00,0
1,110917,自然農法綠豆芽,３００ｇ,盒,39.00,0
1,110952,自然農法綠豆芽,３００ｇ,盒,39.00,0
1,110922,自然農法豌豆苗,１５０ｇ,盒,35.00,0
1,110923,自然農法蘿蔔嬰,１５０ｇ,盒,45.00,0
1,110219,善美的Ａ菜（溫室栽培,２５０ｇ,包,25.00,0
1,110226,無農藥千寶菜,２５０ｇ,包,32.00,0
1,110212,善美的小白菜（溫室栽,２５０ｇ,包,29.00,0
1,110217,善美的白莧菜（溫室栽,２５０ｇ,包,25.00,0
1,110214,善美的地瓜葉（溫室栽,２５０ｇ,包,25.00,0
1,110216,善美的油菜（溫室栽培,２５０ｇ,包,29.00,0
1,110213,善美的空心菜（溫室栽,２５０ｇ,包,29.00,0
1,110221,善美的芹菜,２５０ｇ,包,25.00,0
1,110215,善美的芥菜（溫室栽培,２５０ｇ,包,29.00,0
1,110211,善美的青江菜（溫室栽,２５０ｇ,包,29.00,0
1,110222,善美的皇宮菜（溫室栽,２５０ｇ,包,25.00,0
1,110224,善美的紅莧菜（溫室栽,２５０ｇ,包,25.00,0
1,110223,善美的紅鳳菜,２５０ｇ,包,25.00,0
1,110218,善美的格蘭菜（溫室栽,２５０ｇ,包,25.00,0
1,110220,善美的茼蒿（溫室栽培,２５０ｇ,包,25.00,0
1,110228,無農藥蚵仔白菜,２５０ｇ,包,32.00,0
1,110230,善美的菠菜（溫室栽培,２５０ｇ,包,25.00,0
1,110229,善美的萵苣,２５０ｇ,包,29.00,0
1,110227,無農藥蘿蔓Ａ,２５０ｇ,包,32.00,0
1,110225,無農藥蘿蔔嬰,２５０ｇ,包,32.00,0
1,110362,善美的無農藥葉菜２包,５００ｇ,組,70.00,0
1,710300,有機荷葉小白葉,２５０ｇ,包,49.00,0
1,710301,有機黑葉小白葉,２５０ｇ,包,49.00,0
1,710302,有機青江菜,２５０ｇ,包,49.00,0
1,710303,有機本島萵苣（Ａ菜）,２５０ｇ,包,49.00,0
1,710304,有機蘿蔓萵苣,２５０ｇ,包,49.00,0
1,710305,有機福山萵苣,２５０ｇ,包,49.00,0
1,710306,有機紅鳳菜,２５０ｇ,包,49.00,0
1,710307,有機地瓜葉,２５０ｇ,包,49.00,0
1,710308,有機菠菜,２５０ｇ,包,49.00,0
1,710309,有機芹菜,２５０ｇ,包,49.00,0
1,710310,有機皇宮菜,２５０Ｇ,包,49.00,0
1,710311,有機東京小白菜,２５０Ｇ,包,49.00,0
1,710312,有機日本茼蒿（春菊）,２５０ｇ,包,49.00,0
1,710313,有機廣島白菜,２５０Ｇ,包,49.00,0
1,710314,有機京都水菜,２５０Ｇ,包,49.00,0
1,710315,有機明眼萵苣（菊苣）,２５０Ｇ,包,49.00,0
1,710316,有機小白菜,２５０ｇ,包,49.00,0
1,710317,有機芥藍菜,２５０ｇ,包,49.00,0
1,710318,有機空心菜,２５０Ｇ,包,49.00,0
1,710319,有機莧菜,２５０Ｇ,包,49.00,0
1,710320,有機秀珍菜,２５０Ｇ,包,49.00,0
1,710321,有機茼蒿,２５０ｇ,包,49.00,0
1,710322,有機小松菜,２５０ｇ,包,49.00,0
1,710323,有機青泉菜,２５０Ｇ,包,49.00,0
1,710324,有機油菜,２５０Ｇ,包,49.00,0
1,710325,有機皺葉萵苣,２５０Ｇ,包,49.00,0
1,710326,有機奶油白菜,２５０ｇ,包,49.00,0
1,710327,有機小芥菜,２５０ｇ,包,49.00,0
1,710328,有機雪菜,２５０Ｇ,包,49.00,0
1,710329,有機龍鬚菜,２５０Ｇ,包,49.00,0
1,710330,有機白鳳菜,２５０Ｇ,包,49.00,0
1,710331,有機野澤菜,２５０Ｇ,包,49.00,0
1,710332,有機青蔥,２５０Ｇ,包,49.00,0
1,710333,有機宜蘭青蔥,２５０Ｇ,包,49.00,0
1,710334,有機宜蘭三星蔥,１５０Ｇ,包,49.00,0
1,710472,台糖有機小白菜,約２５０ｇ,包,39.00,0
1,710473,台糖有機青江菜,約２５０ｇ,包,39.00,0
1,710474,台榶有機小芥菜,約２５０ｇ,包,39.00,0
1,710475,台糖有機小松菜,約２５０ｇ,包,39.00,0
1,710476,台糖有機尖葉Ａ菜,約２５０ｇ,包,39.00,0
1,710477,台糖有機蘿蔔葉,約２５０ｇ,包,39.00,0
1,710478,台糖有機日本水菜,約２５０ｇ,包,39.00,0
1,710479,有機圓葉菠菜,２５０Ｇ,包,0.00,0
1,710480,台糖有機茼蒿,約２５０ｇ,包,45.00,0
1,710489,蘭陽有機青蒜,１５０ｇ,包,49.00,0
1,717001,桃山農產小白菜,約２５０Ｇ,包,33.00,0
1,717002,桃山農產黑葉白菜,約２５０Ｇ,包,33.00,0
1,717003,桃山農產荷葉白菜,約２５０Ｇ,包,33.00,0
1,717004,桃山農產青江菜,約２５０Ｇ,包,33.00,0
1,717005,桃山農產小芥菜,約２５０Ｇ,包,33.00,0
1,717006,桃山農產小松菜,約２５０Ｇ,包,33.00,0
1,717007,桃山農產紅鳳菜,約２５０Ｇ,包,33.00,0
1,717008,桃山農產黑芥蘭,約２５０Ｇ,包,33.00,0
1,717009,桃山農產蘿蔓萵苣,約２５０Ｇ,包,33.00,0
1,717010,桃山農產廣島野菜,約２５０Ｇ,包,33.00,0
1,717011,桃山農產福山Ａ菜,約２５０Ｇ,包,33.00,0
1,717012,桃山農產菠菜,約２５０Ｇ,包,33.00,0
1,717013,桃山農產芥蘭菜,約２５０Ｇ,包,33.00,0
1,717014,桃山農產野山菊,約２５０Ｇ,包,33.00,0
1,717015,桃山農產Ａ菜,約２５０Ｇ,包,33.00,0
1,717016,桃山農產地瓜葉,約２５０Ｇ,包,33.00,0
1,717017,桃山農產紅莧菜,約２５０Ｇ,包,33.00,0
1,717018,桃山農產白莧菜,約２５０Ｇ,包,33.00,0
1,717019,桃山農產空心菜,約２５０Ｇ,包,33.00,0
1,717020,桃山農產日本青江菜,約２５０Ｇ,包,33.00,0
1,717021,桃山農產皇宮菜,約２５０Ｇ,包,33.00,0
1,717022,桃山農產蘿蔔菜,約２５０Ｇ,包,33.00,0
1,717023,桃山農產龍鬚菜,約２５０Ｇ,包,33.00,0
1,717024,桃山農產牛皮菜,約２５０Ｇ,包,33.00,0
1,717025,桃山農產高麗菜苗,約２５０Ｇ,包,33.00,0
1,717026,桃山農產紫色小白菜,約２５０Ｇ,包,33.00,0
1,717027,桃山農產青花苗,約２５０Ｇ,包,33.00,0
1,717028,桃山農產山甜菜,約２５０Ｇ,包,33.00,0
1,717029,桃山農產橡木A菜,約２５０Ｇ,包,33.00,0
1,717030,桃山農產東京白菜,約２５０Ｇ,包,33.00,0
1,717031,桃山農產紅捲葉萵苣,約２５０Ｇ,包,33.00,0
1,717032,桃山農產韭菜,約２００Ｇ,包,33.00,0
1,717033,桃山農產青蔥,約２００Ｇ,包,33.00,0
1,110615,善美的菊苣（溫室栽培,２５０ｇ,包,29.00,0
1,110617,善美的黑葉白菜（溫室,２５０ｇ,包,25.00,0
1,110618,善美的京都水菜（溫室,２５０ｇ,包,29.00,0
1,110619,善美的廣島菜（溫室栽,２５０ｇ,包,29.00,0
1,110800,善美的廣東Ａ菜（溫室,２５０ｇ,包,25.00,0
1,710496,台糖有機地瓜葉,約２５０ｇ,包,39.00,0
1,710497,台糖有機空心菜,約２５０ｇ,包,39.00,0
1,710498,台糖有機莧菜,約２５０ｇ,包,39.00,0
1,710505,台糖有機尖葉莧菜,約２５０ｇ,包,39.00,0
1,710506,台糖有機油菜心,約２５０ｇ,包,39.00,0
1,710507,台糖有機塔菇菜,約２５０ｇ,包,39.00,0
1,710508,台糖有機格蘭菜,約２５０ｇ,包,39.00,0
1,710509,Ｄ台糖有機菠菜,約２５０ｇ,包,39.00,0
1,710512,台糖有機菠菜,約２５０ｇ,包,39.00,0
1,710513,台糖有機大陸Ａ菜,約２５０ｇ,包,39.00,0
1,710514,台糖有機紅莧菜,約２５０ｇ,包,39.00,0
1,110926,善美的有機皇宮菜,約２５０ｇ,包,31.00,0
1,110927,善美的有機芥菜,約２５０ｇ,包,31.00,0
1,110990,善美的有機廣島菜,約２５０ｇ,包,29.00,0
1,110992,善美的有機格蘭菜,約２５０ｇ,包,31.00,0
1,110997,善美的有機油菜,約２５０ｇ,包,31.00,0
1,110998,善美的有機菠菜,約２５０ｇ,包,31.00,0
1,717076,新峰苜蓿芽,約３００ｇ,包,49.00,0
1,717077,新峰有機綠豆芽,約３００ｇ,包,25.00,0
1,717078,新峰有機黃豆芽,約３００ｇ,包,49.00,0
1,717079,新峰有機黑豆芽,約３００ｇ,包,49.00,0
1,717080,新峰有機豌豆苗,約３００ｇ,包,49.00,0
1,717081,新峰有機小麥草,約１５０ｇ,包,65.00,0
1,717082,新峰有機蕎麥苗,約１５０ｇ,包,65.00,0
1,717083,新峰有機葵花苗,約１５０ｇ,包,65.00,0
1,717084,新峰有機蘿蔔嬰,約１５０ｇ,包,65.00,0
1,717085,新峰有機青花苗,約１５０ｇ,包,115.00,0
1,717086,新峰有機紅高麗菜苗,約１５０ｇ,包,115.00,0
1,110999,善美的有機京都水菜,約２５０ｇ,包,31.00,0
1,113000,善美的有機廣東萵苣,約２５０ｇ,包,31.00,0
1,110899,善美的有機芹菜,約２５０ｇ,包,29.00,0
1,110897,善美的有機蘿蔓Ａ菜,約２５０ｇ,包,31.00,0
1,110898,善美的有機皺葉萵苣,約２５０ｇ,包,29.00,0
1,113001,善美的有機菊苣,約２５０ｇ,包,29.00,0
1,710531,善美的有機綠豆芽,約２５０ｇ,包,25.00,0
1,710532,善美的有機黃豆芽,約２５０ｇ,包,25.00,0
1,710533,善美的有機苜蓿芽,約１５０ｇ,包,33.00,0
1,110896,善美的有機大陸Ａ菜,約２５０ｇ,包,31.00,0
1,110895,善美的有機蚵仔白菜,約２５０ｇ,包,31.00,0
1,110891,善美的有機蘿美,約４００ｇ,袋,49.00,0
1,110892,善美的有機結球萵苣,約３５０ｇ,粒,29.00,0
1,710538,善美的有機豌豆嬰,１２０ｇ,袋,31.00,0
1,115180,有機轉型期小白菜,約２５０ｇ,袋,31.00,0
1,115181,有機轉型期青江菜,約２５０ｇ,袋,31.00,0
1,115182,有機轉型期空心菜,約２５０ｇ,袋,31.00,0
1,115183,有機轉型期菠菜,約２５０ｇ,袋,31.00,0
1,115184,有機轉型期蚵白菜,約２５０ｇ,袋,31.00,0
1,115185,有機轉型期小松菜,約２５０ｇ,袋,31.00,0
1,115186,有機轉型期油菜,約２５０ｇ,袋,31.00,0
1,115187,有機轉型期皇宮菜,約２５０ｇ,袋,31.00,0
1,115188,有機轉型期地瓜葉,約２５０ｇ,袋,31.00,0
1,115189,有機轉型期黑葉白菜,約２５０ｇ,袋,31.00,0
1,115190,有機轉型期格藍菜,約２５０ｇ,袋,31.00,0
1,115191,有機轉型期莧菜,約２５０ｇ,袋,31.00,0
1,115192,有機轉型期紅莧菜,約２５０ｇ,袋,31.00,0
1,113102,善美的有機小松菜,２５０ｇ,包,31.00,0
1,113103,善美的有機山茼蒿,２００ｇ,包,31.00,0
1,115198,有機轉型期Ａ菜,２５０ｇ,包,31.00,0
1,115199,有機轉型期大陸Ａ菜,２５０ｇ,包,31.00,0
1,115200,有機轉型期山茼蒿,２００ｇ,包,31.00,0
1,113038,善美的有機奶油白菜,２５０ｇ,包,31.00,0
1,113039,善美的有機青松菜,２５０ｇ,包,31.00,0
1,113040,善美的有機葉蘿蔔,２５０ｇ,包,31.00,0
1,113041,善美的有機羅蔓萵苣,２００ｇ,包,31.00,0
1,113042,善美的有機小芥菜,２５０ｇ,包,31.00,0
1,113043,善美的有機黑芥藍菜,２５０ｇ,包,31.00,0
1,113044,善美的有機山菠菜,２５０ｇ,包,31.00,0
1,113045,善美的有機荷葉白菜,２５０ｇ,包,31.00,0
1,113046,善美的有機綠莧菜,２５０ｇ,包,31.00,0
1,110432,山芹菜,１５０ｇ,包,35.00,0
1,110802,花蓮無毒蔬菜組合,１２樣,箱,688.00,0
1,110813,花蓮木鱉菜（野菜）,約２５０ｇ,包,39.00,0
1,110817,花蓮赤道櫻草（野菜）,約２５０ｇ,包,39.00,0
1,110818,花蓮假人蔘（野菜）,約２５０ｇ,包,39.00,0
1,110820,花蓮龍葵（野菜）,約２５０ｇ,包,39.00,0
1,110822,花蓮南瓜心（野菜）,約２５０ｇ,包,39.00,0
1,110824,花蓮蕨菜（野菜）,約２５０ｇ,包,39.00,0
1,115044,高山甘藍（產銷履歷）,１．２ｋｇ以上,粒,79.00,0
1,110266,小黃瓜,２～３條／約３００ｇ,盒,25.00,0
1,119249,小黃瓜（進貨）,ｋｇ,公斤,65.00,0
1,110458,山苦瓜,約２５０ｇ,公斤,129.00,0
1,110381,芋香冬瓜,公斤,公斤,40.00,0
1,126063,小黃瓜（善美的）,２～３條／約３００ｇ,包,25.00,0
1,110253,大黃瓜,約４００ｇ,條,19.00,0
1,110268,苦瓜,條／約３５０ｇ,公斤,75.00,0
1,110479,金時地瓜,５００ｇ,包,139.00,0
1,110256,扁蒲,約５００ｇ,粒,28.00,0
1,110243,珍珠苦瓜,公斤,公斤,75.00,0
1,110267,絲瓜,約４５０ｇ,條,28.00,0
1,110255,澎湖絲瓜,約５００ｇ,公斤,150.00,0
1,116519,綠茄子（北農）,４００ｇ,盒,89.00,0
1,116522,準人瓜（北農）,３００ｇ,盒,49.00,0
1,116523,準人瓜苗（吉園圃）（,３００ｇ,盒,25.00,0
1,116527,玉米粒（北農）,２００ｇ,盒,75.00,0
