6,689662,結球萵苣塊,５００ｇ,包,88.00,0
6,689663,結球萵苣絲,５００ｇ,包,88.00,0
6,689664,紫高麗菜絲,３００ｇ,包,48.00,0
6,689665,南瓜丁,５００ｇ,包,65.00,0
6,689666,地瓜丁,５００ｇ,包,74.00,0
6,689667,馬鈴薯丁,５００ｇ,包,74.00,0
6,689668,青椒丁,５００ｇ,包,115.00,0
6,689669,紅椒丁,５００ｇ,包,122.00,0
6,689670,黃椒丁,５００ｇ,包,122.00,0
6,689671,廣東Ａ菜（樂活）,公斤,公斤,88.00,0
6,689057,２１１－小油皮,,個,7.00,0
6,689063,ＫＬＫ苦甜巧克力水滴,１．５ｋｇ（１０包／箱）,包,510.00,0
6,689075,ＱＱ吐司預拌粉,１０ｋｇ,箱,1890.00,0
6,685237,ＳＫ２鏡面果膠,５ｋｇ,桶,1100.00,0
6,689170,大陸妹,１ｋｇ,包,25.00,0
6,688105,小黃瓜＿去頭尾～樂活,３００ｇ,包,48.00,0
6,689013,小蕃茄,公斤,盒,45.00,0
6,689115,小蘇打,１Ｐ,包,53.00,0
6,689588,心型巧克力,６４個／片,盒,445.00,0
6,689580,水晶皮１２＊１２ＣＭ,１２＊１２ｃｍ,盒,13.00,0
6,689579,水晶皮９＊９ＣＭ（開,９＊９ｃｍ,盒,10.00,0
6,688101,火龍果,個,個,40.00,0
6,689500,片裝巧克力（開元）,片,包,254.00,0
6,689516,片裝白巧克力（開元）,１．８ｋｇ,片,254.00,0
6,689077,糖粉,１８ｋｇ,袋,1108.00,0
6,689318,裝飾巧克力－咖啡斑馬,1２ｃｍ＊２３０支／４５０ｇ,盒,865.00,0
6,689518,巧克力米（開元）,４Ｐ,罐,270.00,0
6,689567,巧克力麥芬麵糊,２０００ｇ／袋,袋,270.00,0
6,685122,巧克力塔皮,１５８（４吋）,個,17.00,0
6,689007,正香軒片裝巧克力,片,片,339.00,0
6,689008,正香軒片裝白巧克力,４Ｐ,片,280.00,0
6,689005,正香軒軟質巧克力,５ｋｇ,桶,1846.00,0
6,689006,正香軒檸檬軟質巧克力,５ｋｇ,桶,1099.00,0
6,689564,裝飾巧克力－大黑楓葉,１００片／３００ｇ,盒,865.00,0
6,689031,噴效烤盤油,罐（２４罐／箱）,罐,188.00,0
6,689003,玉米粉,４５４ｇ（３５磅／箱）,包,31.00,0
6,689103,洗盤蛋（泰安）,２５＊６盤／９．３ｋｇ,箱,894.00,0
6,689011,白麻仁,斤,斤,130.00,0
6,689068,全麥預拌粉,５ｋｇ,箱,1680.00,0
6,689016,匈牙利紅椒粉,３５０ｇ,罐,300.00,0
6,689316,地中海預拌粉,５ｋｇ,箱,1700.00,0
6,685123,安佳奶油塔皮,１５８（４吋）,個,16.00,0
6,689506,老窖麵種,１ｋｇ,包,968.00,0
6,689153,克林姆粉,５ｋｇ,箱,1484.00,0
6,689563,防潮可可粉（合信）,１ｋｇ,包,410.00,0
6,689052,防潮糖粉,１ｋｇ,包,492.00,0
6,688100,奇異果,個,個,127.00,0
6,689058,金牌抹茶粉（合信）,５００ｇ,包,876.00,0
6,689054,芝麻粉,斤,包,113.00,0
6,689060,花生粉（升源）,斤,斤,123.00,0
6,689010,佶門五彩巧克力米,４Ｐ,罐,611.00,0
6,689009,佶門巧克力米,４Ｐ,罐,438.00,0
6,689169,洋蔥（樂活）,ｋｇ,公斤,50.00,0
6,689069,洋蔥預拌粉,５ｋｇ,箱,1800.00,0
6,689071,活力多預拌粉,５ｋｇ,箱,1900.00,0
6,689015,珍珠果子,２００ｋｇ,罐,873.00,0
6,689017,美廚黑糊椒粉,３４０ｇ,罐,320.00,0
6,689065,苦甜巧克力磚,１ｋｇ,片,330.00,0
6,689566,香焦麥芬麵糊,２０００ｇ／袋,袋,270.00,0
6,689133,極細切海苔（雅瑪珂）,１５０ｇ／包（４０包／箱）,包,129.00,0
6,689096,草莓,,個,39.00,0
6,689505,芝多司預拌粉（德麥）,５ｋｇ,箱,3500.00,0
6,689076,馬玲薯麵包預拌粉,５ｋｇ,箱,1574.00,0
6,689119,黛妃小鷹可可粉,５ｋｇ,箱,1308.00,0
6,689111,伯爵牌速發乾酵母,５００ｇ＊２０包／箱,箱,3400.00,0
6,689025,蔥末補充包,１００ｇ,包,230.00,0
6,689026,乾燥蔬－蒜粉,１ｋｇ,罐,1053.00,0
6,689105,液體蛋白（泰安）,１ｋｇ,瓶,110.00,0
6,689104,液體蛋黃（泰安）,１ｋｇ,瓶,190.00,0
6,689502,椰子絲（合信）,２磅,包,292.00,0
6,689107,第３代改良劑,５ｋｇ,箱,1500.00,0
6,689314,純白松露杯巧克力裝飾,6３個／２５０ｇ（８盤／箱）,包,575.00,0
6,689315,正香軒巧克力晶片,３磅,箱,1046.00,0
6,689113,蛋黃（今點）,1ｋｇ,瓶,130.00,0
6,689106,蛋黃（旭東）,１５ｇ,個,10.00,0
6,689038,可樂餅＿玉米（台畜）,６０ｇ（１４４片／箱）,片,15.00,0
6,689582,麻糬皮１２＊１２ＣＭ,１２＊１２ｃｍ,盒,13.00,0
6,689581,麻糬皮９＊９ｃｍ（德,５片／２７７ｇ（３６盒／箱）,盒,8.00,0
6,689074,麻糬麵包預拌粉,１０ｋｇ,箱,2030.00,0
6,689554,提拉米蘇粉／５００Ｇ,５００ｇ／包,包,423.00,0
6,689584,華爾滋蛋糕粉,１０ｋｇ,箱,2400.00,0
6,689313,陽光預拌粉,５ｋｇ,箱,1800.00,0
6,689012,黑麻仁,斤,斤,130.00,0
6,689569,黑粿麥預拌粉／６．２,６．２５ｋｇ,箱,1800.00,0
6,689145,塑膠花,１００入／包,包,120.00,0
6,689002,椰子粉,６００ｇ,包,130.00,0
6,689070,葵花子預拌粉（德麥）,５ｋｇ,箱,1900.00,0
6,688104,葡萄,盒,盒,79.00,0
6,689024,裝飾玉米粒（合信）,５００ｇ,包,365.00,0
6,689079,裝飾耐烤烘培糖粒,５ｋｇ,箱,2901.00,0
6,689023,裝飾穀粒（合信）,３ｋｇ,箱,700.00,0
6,689568,瑪芬預拌粉／６．２５,６．２５ｋｇ／箱,箱,1909.00,0
6,689323,維康麵包預拌粉,５ｋｇ,箱,1724.00,0
6,689055,青島海苔粉（合信）,２００ｇ,罐,292.00,0
6,688106,牛蕃茄＿去蒂頭～樂活,ｋｇ,公斤,135.00,0
6,689565,藍莓麥芬麵糊,２０００ｇ／袋,袋,270.00,0
6,689078,果糖（升源）,２５ｋｇ,桶,1150.00,0
6,689066,雜糧預拌粉（德麥）,５ｋｇ,箱,1900.00,0
6,689051,鏡面果膠,５ｋｇ,桶,1800.00,0
6,688103,蘋果,個,個,20.00,0
6,689018,麵包粉,３ｋｇ,包,276.00,0
6,689120,蘭姆酒（升源）,７５０ｇ＊１２罐,箱,492.00,0
6,689599,鹽（中原）,１ｋｇ,包,25.00,0
6,689339,韓國麵包粉,１０ｋｇ,箱,2850.00,0
6,689609,黃豆粉,１ｋｇ,包,392.00,0
6,689344,卡士達粉（德麥）,５ｋｇ,箱,1700.00,0
6,689610,酥皮（瓦之屋）,公斤,公斤,147.00,0
6,689611,雞蛋（盒）,１０入／盒,盒,65.00,0
6,689619,歐式大塔皮,３００片／箱,片,6.00,0
6,689629,君度澄皮酒,１ｋｇ,罐,2154.00,0
6,689630,卡魯哇咖啡酒,１ｋｇ,罐,1200.00,0
6,689633,洋菇切片,２８７０ｇ,罐,385.00,0
6,689634,洋蔥絲,６００ｇ,包,554.00,0
6,689637,保綠冷凍草莓果泥,１ｋｇ,條,692.00,0
6,689643,焙得天然濃縮咖啡精,罐,罐,1308.00,0
6,689647,檸檬汁,罐,罐,139.00,0
6,689687,葡萄種液,５ｋｇ,桶,1500.00,0
6,689695,黑糖麻吉,１ｋｇ（１２盒／箱）,盒,245.00,0
6,689696,膨膨起酥片,１２０片,箱,840.00,0
6,689699,紅獎杯吐司專用粉,２５ｋｇ,袋,2070.00,0
6,689376,洗選Ｌ大盒蛋,１０入,盒,60.00,0
6,689677,高級精鹽,１ｋｇ,包,25.00,0
6,689708,皇家麥芽精,３ｋｇ,桶,1140.00,0
6,689710,百鑽無鋁泡打粉,１ｋｇ（１０包／箱）,公斤,380.00,0
6,689770,橙酒,７００ｍｌ,罐,950.00,0
6,689771,卡魯哇咖啡酒７００,７００ｍｌ,罐,730.00,0
6,689772,喜臨門蘭姆酒,７００ｍｌ,罐,380.00,0
6,689773,正香軒披覆巧片,４磅／包（１０包／箱）,包,438.00,0
6,689774,正香軒彩色米,２磅,罐,310.00,0
6,689775,正香軒巧克力米,２磅,罐,310.00,0
6,689776,水滴苦甜巧克力,１ｋｇ,包,260.00,0
6,689777,大輝可可粉,５ｋｇ,袋,1308.00,0
6,689778,卡羅益麵劑,４ｋｇ,桶,850.00,0
6,689779,三菱乳化劑,５ｋｇ,桶,1680.00,0
6,689780,滿點乳化劑,５ｋｇ,桶,1315.00,0
6,689781,小蘇打,２磅,包,58.00,0
6,689784,蔥末,１００ｇ,包,175.00,0
6,689785,咖啡粉,５００ｇ,包,365.00,0
6,689786,玉米粉,１磅,包,38.00,0
6,689787,竹碳粉,１ｋｇ,包,1754.00,0
6,689791,永全鏡面果膠,４ｋｇ,桶,870.00,0
6,689802,吉利果凍粉,１ｋｇ,盒,730.00,0
6,689998,水,ｋｇ,公斤,0.00,0
6,689019,味精,ｋｇ,公斤,115.00,0
6,689842,麻糬皮１１＊１１ｃｍ,５片＊２４盒／１０ｋｇ,箱,1230.00,0
6,689532,杜老爺甜筒酥杯,５．５ｇ＊２０支（１２袋／箱）,袋,115.00,0
6,689859,甜辣醬,３．２ｋｇ（６包／箱）,包,157.00,0
6,689860,蕃茄醬,３．２ｋｇ（６包／箱）,包,169.00,0
6,689861,羅勒青醬,１ｋｇ（１０包／箱）,包,302.00,0
6,689862,廣式照燒醬,１ｋｇ（２０包／箱）,包,157.00,0
6,689863,義大利肉醬,２ｋｇ（１０包／箱）,包,279.00,0
7,819002,２３ｘ３４蘋果青花菜,２３＊３４cm／１０００入,包,0.00,0
7,819023,保鮮膜ＥＸ－３５０（,６支／箱,箱,0.00,0
7,819024,保鮮膜ＥＸ－３９０, （４支／箱）,箱,0.00,0
7,819036,果菜膠帶（綠）／12卷,１２捲／包,包,0.00,0
7,819037,束袋帶（綠）１０／盒,１０捲／盒,盒,0.00,0
7,800014,１２ｘ５０美芹山藥用,１０００入／包,包,0.00,0
7,800118,一斤透明ＰＥ 包,約４５０ｇ（２３＊３２＊０。０２ｍｍ）,包,0.00,0
7,819021,三菱ＰＥ保鮮膜４００,４卷／箱,箱,0.00,0
7,819020,南亞ＰＥ保鮮膜４００,６卷／箱,箱,0.00,0
7,819008,ＰＬＡ－７黑（１００,２４３＊１０５＊１３＊厚４０,條,0.00,0
7,819009,ＰＬＡ－１２黑（１０,１９５＊１２５＊１３＊厚４０,條,0.00,0
7,819010,ＰＬＡ－２６黑（１０,１８８＊１１８＊３０＊厚３５,條,0.00,0
7,819715,水果空禮盒（大）,長３９．５＊寬３０＊高１０ＣＭ,個,0.00,0
7,819716,大提袋,個,個,0.00,0
7,819717,水果空禮籃,個,個,0.00,0
7,819718,彩絲,包,包,0.00,0
7,819719,緞帶花,盒,盒,0.00,0
7,819720,空禮籃（中）,個,個,0.00,0
7,819721,幸福果園小禮盒（附紙,,個,0.00,0
7,819722,蔬果套（台製）,１０００個,袋,0.00,0
7,819723,蔬果套（進口）,１００個,袋,0.00,0
7,819038,Ｍ－１白（青果）１０,１００入／包,包,0.00,0
7,819039,Ｍ－２白（青果）１０,１００入／包,包,0.00,0
7,819041,Ｍ－２５白（青果）１,１１５＊１９０＊４０,包,0.00,0
7,819042,Ｍ－２６白（青果）１,１１５＊１９０＊４０,包,0.00,0
7,819043,Ｍ－２７白（１００入,１５０＊１９０＊４０,包,0.00,0
7,819045,Ｍ－１０００白（青果,１００入／包,包,0.00,0
7,819048,橙柑網套紅４５ＣＭ,（５０條／包）,包,0.00,0
7,819054,小圓盒,５００入,箱,0.00,0
7,819007,Ｍ－２８白（１００入,１５５＊２４０＊４０,包,0.00,0
7,819714,Ｍ－４２白（１００入,２５０＊１２０＊２０,包,0.00,0
7,800009,ＰＬＡ－２７透明,１９３＊１５３＊厚３５（１００入）,條,0.00,0
7,800010,ＰＬＡ－２６透明,１８８＊１１８＊厚３３（１００入）,條,0.00,0
7,800012,ＰＬＡ－２８透明,２２７＊１５０＊厚３５（１００入）,條,0.00,0
7,800013,水果切盤竹叉子,１０包／盒,盒,0.00,0
7,818715,舊式空禮盒（綠）～大,,個,0.00,0
7,818716,舊式空禮盒（黃）～小,個,個,0.00,0
7,818717,水果空禮籃（北農）,,個,0.00,0
7,818718,彩絲（北農）,,包,0.00,0
7,818719,緞帶花（北農）,,盒,0.00,0
7,818720,空禮籃（中）（北農）,,個,0.00,0
7,818721,日式空禮盒（北農）,,個,0.00,0
7,818722,蔬果套（台製）（北農,１０００個,袋,0.00,0
7,818723,蔬果套（進口）（北農,１００個,袋,0.00,0
7,819615,水果大空禮盒－北農,個,個,0.00,0
7,819616,水果中空禮盒－北農,個,個,0.00,0
7,819617,水果大空禮籃－北農,個,個,0.00,0
7,819618,彩絲（北農）,包,包,0.00,0
7,819619,緞帶花（北農）,盒,盒,0.00,0
7,819620,水果中空禮籃－北農,個,個,0.00,0
7,819621,日式水果禮盒－北農,個,個,0.00,0
7,819622,蔬果套－台製－北農,１０００入,袋,0.00,0
7,819623,蔬果套－進口－北農,１００入,袋,0.00,0
7,800201,ＰＬＡ－１白（１００,１４０＊８２＊１５＊厚２８,條,0.00,0
7,800202,ＰＬＡ－２白（１００,１６７＊１０５＊１８＊厚２８,條,0.00,0
7,800204,ＰＬＡ－４白（１００,１７４＊１７４＊２０＊３５,條,0.00,0
7,800207,ＰＬＡ－７白（１００,２４３＊１０５＊１３＊厚２８,條,0.00,0
7,800208,ＰＬＡ－８白（１００,３００＊１０３＊１３＊３５,條,0.00,0
7,800209,ＰＬＡ－９白（１００,２９５＊１１５＊１５＊厚３３,條,0.00,0
7,800210,ＰＬＡ－１０白（１０,３２７＊１０６＊１８＊厚３３,條,0.00,0
7,800212,ＰＬＡ－１２白（１０,１９５＊１２５＊１３＊厚３０,條,0.00,0
7,800216,ＰＬＡ－１６白（１０,２１７＊１５０＊１７＊厚３３,條,0.00,0
7,800222,ＰＬＡ－２２白（１０,２１０＊１５０＊３０＊３５,條,0.00,0
7,800225,ＰＬＡ－２５白（１０,１５４＊１２２＊３０＊厚３０,條,0.00,0
7,800238,ＰＬＡ－３８白（１０,３５５＊１１５＊１９＊厚３５,條,0.00,0
7,800239,ＰＬＡ－３９白（１０,１８５＊１２０＊２０＊３２,條,0.00,0
7,800241,ＰＬＡ－４１白（１０,２４５＊１２０＊１３＊３５,條,0.00,0
7,800262,ＰＬＡ－６２白（１０,２０３＊１３０＊２５＊３５,條,0.00,0
7,800264,ＰＬＡ－６４白（１０,２２０＊１４０＊２５＊３５,條,0.00,0
7,800265,ＰＬＡ－６５白２４３,２４３＊１８７＊２８＊４０,條,0.00,0
7,801000,ＰＬＡ－１０００白（,２７３＊２００＊２０＊４０,條,0.00,0
7,805000,ＰＬＡ－５０００白（,２６８＊２２０＊３３＊４０,條,0.00,0
7,819724,水果護套（黃）１６ｃ,１０００個／箱,箱,0.00,0
7,819725,水果護套（紅）１６ｃ,１０００個／箱,箱,0.00,0
7,819726,水果護套（綠）１６ｃ,１０００個／箱,箱,0.00,0
7,819727,水果護套（白）１６ｃ,１０００個／箱,箱,0.00,0
7,800015,塑膠水果叉,５００支／包,包,0.00,0
7,819613,水果空禮盒（小）,３５ｃｍ＊２６．５ｃｍ＊１１ｃｍ,個,0.00,0
7,819614,水果空禮盒（大）,４８ｃｍ＊３２ｃｍ＊１２ｃｍ,個,0.00,0
7,819055,水果盒＿ＢＬ４,２４＊２６＊３．５ＣＭ（１５０個／箱）,箱,0.00,0
7,829001,Ｍ－１０白（１００入,３２５＊１００＊２０,包,0.00,0
7,829002,Ｍ－１０００白（１０,２８０＊２１０＊２５,包,0.00,0
7,829003,Ｍ－２５白（鮮魚）１,２００入,條,0.00,0
7,829004,Ｍ－２６白（鮮魚）１,１１５＊１９０＊４０,包,0.00,0
7,829006,Ｍ－３８白（１００入,１５５＊２４０＊４０,包,0.00,0
7,829007,Ｍ－４２白（鮮魚）１,２５０＊１２０＊２０,包,0.00,0
7,829008,Ｍ－６白（鮮魚）１０,１００入／包,包,0.00,0
7,829009,Ｍ－７白（鮮魚）１０,２４５＊１００＊１５,包,0.00,0
7,829010,Ｍ－９白（１００入／,３００＊１２０＊２０,包,0.00,0
7,829011,Ｍ－１２白（１００入,１９０＊１２５＊１５,包,0.00,0
7,829012,Ｍ－１２２９木紋（１,１９０＊１２５＊１５,包,0.00,0
7,829013,Ｍ－１６白（１００入,２２０＊１５０＊２０,包,0.00,0
7,829014,Ｍ－１６２９木紋（１,２２０＊１５０＊２０,包,0.00,0
7,829016,Ｍ－２７白（鮮魚）１,１５０＊１９０＊４０,包,0.00,0
7,829017,Ｍ－２８白（鮮魚）１,２００入,條,0.00,0
7,829019,Ｍ－３９白（鮮魚）１,１９０＊１２０＊２５,包,0.00,0
7,829020,山型１號Ｈ－１（１０,１０００片／盒,盒,0.00,0
7,829027,吸水紙（日製白色） ,７０＊１６０ｍｍ（１０００片／包）,包,0.00,0
7,829028,保鮮膜ＥＸ３９０（魚,４支／箱,箱,0.00,0
7,800020,Ｍ－１白（鮮魚）１０,１００入／包,包,0.00,0
7,800021,Ｍ－２２白二格（鮮魚,２５５＊１９０＊３０,包,0.00,0
7,800028,Ｍ－６２３１木紋（鮮,１００入／包,包,0.00,0
7,800030,Ｍ－２５２９木紋（１,１１５＊１５０＊４０,包,0.00,0
7,829015,透明模吸水棉墊,６０００片,箱,0.00,0
7,800108,生鮮盤２６號,１０００個,個,0.00,0
7,800109,生鮮盤２７號,５００個,佪,0.00,0
7,800110,生鮮盤２８號,５００個,個,0.00,0
7,800111,珍珠膜吸血棉墊 ６０,６０００片／箱,箱,0.00,0
7,820207,ＰＬＡ－７透明,２４３＊１０５＊１３＊厚２８,條,0.00,0
7,820209,ＰＬＡ－９透明,２９５＊１１５＊１５＊厚３３,條,0.00,0
7,820210,ＰＬＡ－１０透明,３２７＊１０６＊１８＊厚３３,條,0.00,0
7,820212,ＰＬＡ－１２透明,１９５＊１２５＊１３＊厚３０,條,0.00,0
7,820216,ＰＬＡ－１６透明,２１７＊１５０＊１７＊厚３３,條,0.00,0
7,829035,ＳＡ＿０１黑色本體含,２００組／箱,箱,0.00,0
7,829036,ＳＡ－４０１－４０透,１００個／箱,箱,0.00,0
7,829037,大朝顏（銀色）日製,４００個／條,條,0.00,0
7,839024,ＰＥ保鮮膜３００ＭＭ,２捲＿１箱,捲,0.00,0
7,839005,Ｍ－１６白（精肉）１,２２０＊１５０＊２０,包,0.00,0
7,839007,Ｍ－２５白（１００入,１１５＊１１５＊４０,包,0.00,0
7,839008,Ｍ－２６白（１００入,１１５＊１９０＊４０,包,0.00,0
7,839009,吸水紙（日製白色）／,,包,0.00,0
7,839010,Ｍ－６５３１木紋（１,２４０＊１９０＊３０,包,0.00,0
7,839011,火鍋用紙２００＊３０,,包,0.00,0
7,839014,保鮮膜ＥＸ３９０（精,４支／箱,箱,0.00,0
7,839017,Ｍ－７白（精肉）１０,２４５＊１００＊１５,包,0.00,0
7,839019,Ｍ－２８白（精肉）１,２００入,條,0.00,0
7,839020,Ｍ－１０００白（精肉,１００入／包,包,0.00,0
7,839022,Ｍ－３９白（１００入,１９０＊１２０＊２５,包,0.00,0
7,839023,Ｍ－２７白（精肉）１,１５０＊１９０＊４０,包,0.00,0
7,839026,Ｍ－４２白（精肉）１,２５０＊１２０＊２０,包,0.00,0
7,830101,Ｍ－６２３１木紋（精,１９５＊１２５＊２５,包,0.00,0
7,830102,Ｍ－６４３１木紋（精,２２０＊１４０＊３３,包,0.00,0
7,830103,山形一號Ｈ－１,,盒,0.00,0
7,830104,Ｍ－６２６８黑金聰（,１９５＊１２５＊２５,包,0.00,0
7,830105,Ｍ－６４６８黑金蔥（,２２０＊１４０＊３３,包,0.00,0
7,800038,Ｍ－２５２９木紋（精,１００入,條,0.00,0
7,830100,透明膜吸水棉墊,６０００片,片,0.00,0
7,830106,生鮮盤２６號,１０００個,個,0.00,0
7,800112,生鮮盤２７號,５００個,個,0.00,0
7,800113,生鮮盤２８號,５００個,個,0.00,0
7,800114,Ｍ１０００,１００入,個,0.00,0
7,830310,Ｍ－２５２９木紋（精,１００入／條,條,0.00,0
7,839002,Ｍ－６５０１白（１０,２４０＊１９０＊３０,包,0.00,0
7,839013,ＭＡ－ＡＷ３５０,卷,卷,0.00,0
7,839003,Ｍ－２（精肉）１００,１００入／包,包,0.00,0
7,839004,Ｍ－４白（１００入／,１７５＊１７５＊２９,包,0.00,0
7,839006,Ｍ－６２白（１００入,１９５＊１２５＊２５,包,0.00,0
7,839021,Ｍ－３０００白,１００入,包,0.00,0
7,800121,希悅爾吸水棉墊,３０００片,箱,0.00,0
7,839015,三菱ＰＥ保鮮膜３５０,２捲／箱,捲,0.00,0
7,839016,三菱ＰＥ保鮮膜４００,２捲／箱,捲,0.00,0
7,839018,三菱ＰＥ保鮮膜４５０,２捲／箱,捲,0.00,0
7,839037,ＰＬＡ－２６（黑色）,（１００個／條）,條,0.00,0
7,830107,Ｍ－６５６８黑金蔥（,２４０＊１９０＊３０ｍｍ,包,0.00,0
7,839012,ＰＳＰ＿Ｍ－０７３１,２４５＊１００＊１５（１００入／包）,包,0.00,0
7,849001,Ｍ－２５０３桔斜（調,１００入,條,0.00,0
7,849004,Ｍ－０５０４藍紋／１,１００入／包,包,0.00,0
7,849005,Ｍ－２７白（調理）１,１５０＊１９０＊４０,包,0.00,0
7,849006,Ｍ－２８白（調理）１,１５５＊２４０＊４０,包,0.00,0
7,849007,Ｍ－２５白（調理）１,１００入／包,包,0.00,0
7,849008,Ｍ－２６０３（桔斜）,１００入／包,包,0.00,0
7,849010,Ｍ－２８０３（桔斜）,１００入／包,包,0.00,0
7,849013,Ｍ－１白（１００入／,１３５＊８０＊２０,包,0.00,0
7,849014,Ｍ－２白（調理）１０,１００入／包,包,0.00,0
7,849015,Ｍ－１０白（調理）１,１００入／包,包,0.00,0
7,849016,Ｍ－３白（調理）／２,２００入,條,0.00,0
7,849019,Ｍ－７白（１００入／,２４５＊１００＊１５,包,0.00,0
7,849022,叉子,１００支／包,包,0.00,0
7,849025,Ｍ－１６白（調理）／,２００入,條,0.00,0
7,849027,Ｍ－２６白（調理）１,１１５＊１９０＊４０,包,0.00,0
7,849028,Ｍ－１０００白（調理,１００入／包,包,0.00,0
7,849029,Ｍ－１６２９木紋（調,１００入,條,0.00,0
7,849030,Ｍ－３９白（調理）１,１９０＊１２０＊２５,包,0.00,0
7,849031,Ｙ－４２火鍋盤圓外紅,Ｄ２４０＊５０,包,0.00,0
7,849032,Ｍ－２２白二格（調理,１００入／包,包,0.00,0
7,849033,保鮮膜ＥＸ－４００（,４支／箱,箱,0.00,0
7,849034,Ｍ－２５０１內白外黃,１００入／包,包,0.00,0
7,849036,火鍋盤（鋁製３６３）,,袋,0.00,0
7,849046,ＭＤ２０６本體（黑）,８００個／箱,箱,0.00,0
7,849067,ＣＣＩ＿Ｂ５００沙拉,１００個／條,條,0.00,0
7,849069,ＣＣＩ＿Ｂ５００沙拉,１００個／條,條,0.00,0
7,849075,Ｍ－２５２９木紋（調,１００入,包,0.00,0
7,849076,Ｍ－２６２９木紋（調,１００入／包,包,0.00,0
7,849078,Ｍ－６２３１木紋（１,１９５＊１２５＊２５,包,0.00,0
7,849081,Ｍ－０２０３桔斜（調,１００入／包,包,0.00,0
7,849083,Ｍ－０７０３桔斜（調,１００入,條,0.00,0
7,849084,Ｍ－１２０３桔斜（調,１００入,條,0.00,0
7,800041,０１－３．５紙餐盒／,７２０箱,個,0.00,0
7,800045,Ｍ－１６０３桔斜（調,２２０＊１５０＊２０,包,0.00,0
7,800047,Ｍ－１６０３桔斜／１,１００入,條,0.00,0
7,800094,聯太塑膠紅盤,個,個,0.00,0
7,800097,三格餐盒／個,,個,0.00,0
7,849021,生鮮盤２６號,１０００個,個,0.00,0
7,849024,生鮮盤２７號,５００個,個,0.00,0
7,849035,生鮮盤２８號,５００個,個,0.00,0
7,800115,ＰＬＡ２６Ｓ透明盒,１０００個,個,0.00,0
7,800116,ＰＬＡ２７透明盒,１０００個,個,0.00,0
7,800117,ＰＬＡ－２６白（１０,１８８＊１１８＊厚３３,條,0.00,0
7,849100,５００紙飲料杯,１００入／條,條,0.00,0
7,849085,大沙拉盒,１５５＊５５ｍｍ（１００入／組）,組,0.00,0
7,849086,小透明嵌盒,８００個／箱,箱,0.00,0
7,849087,大透明嵌盒,３００個／箱,箱,0.00,0
7,849088,湯匙,１００支／包,包,0.00,0
7,849089,長山型葉１６５－Ａ,１６．５ｍｍ（１０００片／盒）,盒,0.00,0
7,849118,ｖｓ＿７８Ｂ白色ＰＰ,１７０＊１３０＊２５ｍｍ（１２００個）,箱,0.00,0
7,849119,ｖｓ＿７８Ｆ透明蓋,１７０＊１３０＊２０ｍｍ（１２００個）,箱,0.00,0
7,849120,咖啡ＰＰ（丼飯）,１２００個／箱,箱,0.00,0
7,849121,ＯＰＳ透明蓋（丼飯）,１２００個／箱,箱,0.00,0
7,849122,透明嵌盒ＳＨＴ＿６Ｈ,２１３＊１５０＊３５ｍｍ（６００個／箱）,箱,0.00,0
7,849123,透明嵌盒ＳＣＡ＿０６,６００個／箱,箱,0.00,0
7,849112,ＳＰＩ－０４黑本體,１００個／箱,箱,0.00,0
7,849113,ＳＰＩ－０４黑用蓋,１００個／箱,箱,0.00,0
7,849114,１斤耐熱袋５磅,捲,捲,0.00,0
7,849107,油紙杯Ｃ５２３０,６００入／條,條,0.00,0
7,849108,紙湯杯２６０ＣＣ,９０＊６５ｍｍ（６００入／箱）,箱,0.00,0
7,849109,紙湯杯蓋２６０ＣＣ,９０＊６５ｍｍ（５０入／條）,條,0.00,0
7,849110,角桶４含蓋＿台製,２５個／袋,袋,0.00,0
7,849111,ＰＳＰ生鮮盤Ｍ３００,２００個／包,包,0.00,0
7,849101,５００ＣＣ飲料杯蓋,１００入／條,條,0.00,0
7,849102,ＢＦ－１８松本體,１００個／條,條,0.00,0
7,849103,ＢＦ－１８嵌合蓋,１００個／條,條,0.00,0
7,849104,橡皮筋＊１８（彩）,６兩／包,包,0.00,0
7,849105,ＣＰ－３Ｈ　ＯＰＳ透,１９６＊１２５＊４０ｍｍ（３００入／袋）,袋,0.00,0
7,849094,ＣＰ－６Ｈ　ＯＰＳ透,２１２＊１５０＊４８ｍｍ（３００入／袋）,袋,0.00,0
7,849095,紙湯杯１０００ＣＣ,１４＊１０．５ｃｍ（５０入／條）,條,0.00,0
7,849096,１０００ＣＣ飲料杯蓋,１４＊１０．５ｃｍ（５０入／條）,條,0.00,0
7,849097,ＦＪ－６０３印刷烤雞,８００入／箱,箱,0.00,0
7,849098,ＦＪ－６０１印刷烤雞,３１＊２７（８００入／箱）,箱,0.00,0
7,849115,Ａ０１＿楓葉本體含蓋,１６３＊１１４＊４３（５００個／箱）,箱,0.00,0
7,849116,Ａ０２＿楓葉本體含蓋,１８４＊１２８＊４３（５００個／箱）,箱,0.00,0
7,849117,ＳＣＡ＿０３透明嵌盒,４００個／箱,箱,0.00,0
7,849106,ＳＣＡ＿０８透明嵌盒,２００個／箱,箱,0.00,0
7,849099,ＲＩ－ＳＥ２２Ｂ京都,８００入／箱,箱,0.00,0
7,849090,ＲＩ－ＳＥ２２Ｂ京都,８００入／箱,箱,0.00,0
7,849091,ＶＳ－８５內紅外黑底,１２００入／箱,箱,0.00,0
